x,y,label
90.922386,-5.7814035,N
109.768936,0.075838484,N
116.33024,-24.97199,N
108.38822,-0.88246804,N
97.730194,11.615238,N
105.712364,18.263494,N
116.03729,-25.052185,N
98.982765,-84.32094,N
71.23847,20.250366,N
100.98565,-67.751595,N
107.855606,3.4526234,N
95.46786,-4.2395372,N
96.15027,19.554693,N
99.768166,-71.86893,N
101.91831,-43.461723,N
102.242,-17.043201,N
101.797356,-49.273567,N
78.73354,-66.90284,N
126.74183,0.95030296,N
97.21198,-0.72044784,N
102.13544,-42.742798,N
100.26783,-9.443305,N
86.154884,-57.474102,N
96.07223,-10.840523,N
119.41972,-17.488667,N
110.97948,-28.126,N
103.99176,-9.769294,N
69.10325,22.664974,N
107.39265,-2.2458315,N
97.00385,50.5964,N
86.2278,-53.41735,A
84.82105,-64.689804,N
101.83874,-66.34096,N
91.04747,-80.55,N
87.29688,-62.28284,N
98.71839,-76.554955,N
103.47586,-47.68133,N
108.78988,6.3977914,N
111.77582,-2.2243292,N
108.115845,16.485342,N
106.39732,14.615701,N
96.88946,-58.152737,N
102.26515,-10.235035,N
119.772865,-17.335758,N
110.388245,-30.046787,N
97.52754,-12.460902,N
100.05548,-66.90348,N
109.059975,-33.99096,N
108.446846,-0.8245732,N
97.77035,-5.403463,N
108.78543,0.32326108,N
128.23015,8.098042,N
108.34349,8.050543,N
91.16706,-2.65976,N
105.899826,-59.344566,N
107.75954,4.8600187,N
108.64913,-33.88341,N
96.75296,65.95333,N
82.523346,-19.433615,A
95.07932,7.1193376,N
104.11719,-9.112653,N
64.48497,16.670637,N
101.996086,-44.882153,N
106.850655,7.2436986,N
97.655785,7.71598,N
94.277565,4.340652,N
98.276695,-14.392884,N
97.19529,-58.05075,N
95.309204,1.9590734,N
99.9864,-9.907544,N
101.652374,-40.191727,N
113.30843,-6.180244,N
96.690765,18.930685,N
94.98623,-76.01278,N
91.18223,12.825037,N
95.61841,16.841404,N
86.016266,-19.858099,N
93.62687,19.083447,N
97.008766,-70.8249,N
84.75438,-0.9601968,N
70.05855,27.149626,N
86.777336,-79.167114,N
94.36607,-0.8463632,N
81.477,11.882178,N
84.97382,-72.337425,N
100.65694,-71.65008,N
104.33427,-7.9411216,N
97.70227,11.309663,N
94.83227,-79.75155,N
98.41282,-14.414534,N
101.184204,-51.50854,N
106.01276,-66.58678,N
107.54141,-3.9746,N
102.97967,-46.068413,N
97.658394,11.555213,N
94.54826,4.757525,N
102.109215,-48.913914,N
108.51144,-33.903465,N
110.56386,-7.781507,N
113.863785,-3.177095,N
108.082405,-33.83266,N
98.00719,-74.950905,N
93.72247,4.8741484,N
106.51948,-37.415016,N
94.23522,-80.078156,N
93.122215,-79.94973,N
98.16702,-14.173364,N
96.47059,-58.940376,N
106.74,-4.77037,N
117.693275,-21.46271,N
126.657646,1.110334,N
109.50063,25.771822,N
111.58681,3.2313442,N
109.64708,25.539465,N
110.198456,-2.8935063,N
108.12235,0.3129501,N
110.43493,-9.719171,N
128.10318,13.453549,N
121.05517,-14.744211,N
116.42519,-24.232845,N
106.585884,13.961233,N
108.55468,25.245165,N
120.48271,-15.525085,N
107.93383,-1.200499,N
104.928894,-70.41221,N
127.321724,15.092896,N
127.03036,-24.86356,N
103.17294,-72.533936,N
108.95982,-7.5253196,N
112.27957,1.1354903,N
107.06286,22.492537,N
108.0061,7.619331,N
103.10282,-53.68451,N
120.79072,23.447542,N
107.57827,12.129245,N
100.66859,-70.20012,N
101.1672,-51.691372,N
104.987816,15.932508,N
107.25977,-3.9648345,N
102.19171,-9.059723,N
109.70919,-13.326403,N
101.28932,-66.41341,N
85.346306,-20.479038,A
76.38064,22.1663,N
109.57628,-0.3294229,N
105.58413,18.132206,N
101.9739,-42.049446,N
110.61284,4.963269,N
87.088135,-4.3314667,N
98.115456,-74.98987,N
74.8812,31.738213,N
101.47313,-66.72625,N
107.79533,3.6270378,N
100.4286,-7.330816,N
100.48037,-56.43001,N
100.87998,-69.811646,N
102.63546,-47.98557,N
112.83637,6.1767726,N
126.82996,1.1507916,N
109.11166,6.707767,N
107.15656,-4.2174363,N
97.51015,8.52282,N
102.40706,-48.501194,N
99.55791,-59.47288,N
101.58947,-71.03911,N
102.05313,-45.6788,N
110.57164,7.6844068,N
101.04756,-66.21648,N
67.799515,30.46643,N
74.11318,-43.285732,N
85.562355,13.561534,N
109.97014,-6.9434943,N
99.88533,-66.75512,N
119.39926,-16.58715,N
109.03651,26.11212,N
96.55779,-0.9247525,N
106.62856,-10.855764,N
110.5679,-32.58979,N
109.94402,1.9569328,N
101.32448,-51.432796,N
110.510605,27.545767,N
105.9245,19.629158,N
103.90276,-9.012571,N
89.47582,-76.51485,N
106.496666,14.601282,N
110.03419,26.760336,N
117.607895,-22.417355,N
120.01703,-17.022394,N
106.87079,9.814622,N
105.16185,17.408323,N
93.98846,6.265418,N
100.61871,-44.718174,N
117.595345,-22.768238,N
122.21692,20.947844,N
107.01758,22.539028,N
90.82578,13.915957,N
105.69377,-9.256708,N
105.876434,9.3957815,N
97.20239,-69.739914,N
107.259346,23.589098,N
121.22825,23.07284,N
106.8811,22.390781,N
97.139595,-11.605952,N
97.19446,-3.791622,N
75.68965,33.36583,N
103.72635,-7.598834,N
107.1983,24.83312,N
106.70679,13.937623,N
98.97735,-6.0681705,N
84.719826,-72.39926,N
88.46006,-55.61854,N
61.946804,63.89751,N
97.39029,11.928806,N
106.97483,-4.288431,N
106.25557,-9.643853,N
96.84577,-58.062897,N
96.98145,-11.268914,N
91.34441,-4.5006065,N
82.98191,-61.332554,N
97.57502,8.348029,N
106.93376,9.675642,N
110.32444,-2.252849,N
104.7033,14.465173,N
105.23894,16.24539,N
100.31148,-9.160387,N
96.06759,13.32182,N
96.67762,17.43495,N
112.97857,-36.459484,N
96.98305,-3.6833327,N
67.72849,30.374084,N
107.26319,-3.9283345,N
89.226555,-76.80581,N
96.53396,-1.4229945,N
104.43018,-7.3950014,N
106.7523,-4.615277,N
96.68593,19.462147,N
101.19558,-7.3456554,N
97.39961,7.8092184,N
97.3561,11.451571,N
84.956635,-1.0032028,N
92.51147,13.962431,N
51.094284,51.074314,A
93.97254,-10.779751,N
53.30306,18.349236,N
27.158806,41.56815,N
91.53138,12.019964,N
93.82987,6.42497,N
100.21866,-7.111154,N
97.20138,8.000514,N
96.11216,14.831416,N
95.862015,19.67732,N
89.83898,-44.44607,N
48.067924,54.123314,N
80.87954,-14.393005,N
72.954544,71.39228,N
59.150455,-8.828748,N
92.437874,-30.222565,N
96.12239,14.809879,N
97.68927,11.600648,N
61.250374,61.981388,N
54.146008,18.302948,N
57.010532,25.732386,N
56.95053,24.28493,N
56.204746,23.544432,N
76.43663,32.620842,N
87.35665,-61.67018,N
75.02682,32.524807,N
62.735065,71.97074,N
85.69377,68.807556,N
97.65514,11.543166,N
96.29937,17.706871,N
104.35448,-7.318294,N
106.17193,7.1196766,N
109.30659,-7.06115,N
81.49471,36.075653,N
98.54839,-4.901043,N
96.92489,-1.7550533,N
95.79462,8.945492,N
106.06307,6.034253,N
110.91581,-27.230036,N
90.07041,0.6846446,N
97.515045,-3.9387696,N
97.17541,-2.0119705,N
96.66506,-1.2404076,N
100.51111,-6.6362133,N
106.1062,7.029334,N
87.43927,-82.912056,N
106.96682,-5.3711424,N
104.29882,-7.581147,N
104.21619,-7.620859,N
97.95141,8.694944,N
65.19159,20.549982,N
75.19509,71.26719,N
59.160576,26.412222,N
91.35645,34.505604,N
73.9729,32.1177,N
54.584007,17.945372,N
37.713173,61.461365,N
34.94504,52.626472,N
49.719975,12.09112,N
76.375084,32.712383,N
96.733765,9.967468,N
56.895626,26.05058,N
97.44581,8.127074,N
98.663155,-5.138214,N
87.390594,-61.8959,N
42.216663,62.197197,N
86.494255,-19.867464,N
102.021645,-7.5603027,N
106.42321,4.8975554,N
94.732605,-2.8945167,N
100.28403,-6.964623,N
103.84552,-8.082072,N
96.31526,19.609316,N
96.61534,19.558552,N
105.33019,-6.4004507,N
87.71725,-47.631134,N
76.47299,32.56231,N
100.06577,-7.2006454,N
91.03535,6.283623,N
98.5888,-6.9277368,N
76.23593,32.884716,N
97.839615,-2.817917,N
105.61006,-6.0590816,N
100.96679,-7.5732737,N
74.02455,32.28258,N
97.93127,10.609975,N
97.58574,8.319277,N
74.52088,25.306402,N
98.043495,8.837662,N
96.626724,-1.1475238,N
97.751854,11.055506,N
97.9065,11.123485,N
104.49999,-7.253912,N
96.26419,-1.3648223,N
67.906044,30.528542,N
97.434975,8.604297,N
104.152695,-7.907782,N
96.86109,-2.196585,N
56.74617,26.406706,N
88.651,66.71665,N
100.09759,-10.013455,N
90.116875,-78.07293,N
98.07347,8.813696,N
97.139175,-69.75002,N
58.183464,18.654863,N
96.602264,19.664028,N
106.50841,-0.26079264,N
69.070045,29.345308,N
69.34623,29.324144,N
94.68461,-74.12843,N
97.72789,11.466321,N
57.653736,10.166162,N
49.412186,7.604505,N
74.11849,32.132805,N
59.7742,18.100576,N
37.210197,-2.7020206,N
68.97127,29.364235,N
69.0982,29.22347,N
76.911026,32.35393,N
36.76549,0.8319506,N
54.320454,17.784933,N
63.587402,24.703365,N
83.25085,-17.231277,N
44.088085,4.5241785,N
58.49316,17.83038,N
100.66722,-7.299342,N
96.29423,14.084985,N
63.300568,26.59976,N
76.321,32.70173,N
98.18032,8.803998,N
87.412315,-61.945625,N
75.07371,31.262995,N
67.385315,30.269863,N
96.45197,18.606829,N
86.02525,-19.870834,N
57.303543,25.973871,N
75.61564,33.233143,N
75.18035,32.530315,N
86.3504,-20.239084,N
68.65572,30.188452,N
87.220825,-73.00987,N
74.81042,26.848694,N
96.53622,19.850565,N
74.01644,32.132057,N
73.857124,32.060093,N
97.768715,11.570682,N
96.64156,17.625391,N
104.68358,-6.851423,N
96.57748,-0.91954976,N
66.70416,30.264517,N
92.57341,23.141708,N
85.83271,-54.651237,N
96.989716,-71.10419,N
97.59059,-3.6620648,N
97.93447,-4.3573856,N
87.177315,7.1977825,N
95.34555,1.805855,N
85.78547,-67.78042,N
77.11669,29.411974,A
97.54024,-6.9665866,N
81.845474,-60.264027,N
84.18654,-65.825165,N
106.61372,6.9801455,N
97.0312,-3.6409936,N
94.945114,-79.477036,N
99.95368,-56.989876,N
97.055855,-6.413765,N
91.680336,12.255496,N
99.9232,-14.919001,N
97.2771,-69.32274,N
66.57427,30.192804,N
96.672676,16.687307,N
99.61621,-9.404927,N
101.652245,-10.461305,N
107.46739,-2.0591352,N
107.223595,-1.2815787,N
101.4156,-7.525009,N
75.17141,32.806347,N
96.31179,17.241425,N
87.705284,2.0940006,N
94.83718,-2.9386322,N
101.520706,-10.263107,N
96.72603,19.497019,N
96.397644,-6.6810694,N
93.45484,-11.120596,N
92.70738,-30.713074,N
95.51235,16.054054,N
97.011314,-6.718381,N
96.73577,-58.968693,N
94.96837,-5.271869,N
80.1438,69.7036,N
96.47522,-3.627475,N
97.895065,8.855159,N
85.84188,-66.37232,N
54.349316,19.677074,N
63.273743,27.372868,N
96.05414,17.314531,N
90.23727,-76.53249,N
101.75416,-9.301538,N
99.548996,-6.4393888,N
87.66822,21.158089,N
95.6219,1.1770008,N
93.52967,6.797455,N
105.04223,13.966366,N
110.34882,-27.977093,N
100.25533,-11.039497,N
90.91254,-79.46311,N
104.78325,15.591639,N
104.78453,15.29888,N
104.4417,18.37142,N
110.07618,27.966808,N
106.85573,-31.339739,N
108.44004,-6.5441136,N
95.534004,1.9455526,N
106.91303,-4.744573,N
101.047356,-7.6023517,N
93.22587,-76.17885,N
96.62861,-59.174202,N
78.86404,-35.6309,N
92.29108,20.220325,N
97.27584,-10.254458,N
107.34793,9.247529,N
92.80824,-76.19405,N
106.38627,6.701912,N
118.59391,-17.66198,N
106.853195,7.533047,N
96.83801,-58.012608,N
106.95752,-31.184433,N
119.91277,-15.425892,N
107.61406,5.698953,N
104.44838,17.63457,N
108.68071,-8.188849,N
97.35722,-69.96844,N
94.8036,-3.5246403,N
99.20735,-45.37229,N
106.991646,2.0532482,N
96.477,17.557528,N
104.59321,14.57445,N
104.63794,14.927663,N
97.980545,-4.590975,N
102.32937,-7.6911783,N
106.60195,-1.334302,N
103.32257,-9.898984,N
88.05,7.384734,N
99.11225,-45.888252,N
94.45068,-3.5036108,N
99.982185,-6.721451,N
59.43321,25.99071,N
93.08678,5.1868796,N
103.619,-8.828643,N
99.80687,-66.72231,N
93.45576,19.541712,N
106.47568,-0.4678928,N
105.96661,7.4766054,N
96.466286,-74.59802,N
70.505974,27.85885,N
92.96678,-76.28287,N
104.55414,18.432934,N
107.51268,-0.99586457,N
68.48635,30.608362,N
102.66072,-7.475197,N
97.279465,-69.446526,N
49.385933,47.268475,N
62.511005,16.34392,N
92.43338,20.186495,N
96.74231,10.488869,N
73.88981,32.170258,N
74.33756,32.121147,N
96.27283,17.395582,N
74.19629,31.983868,N
59.063305,26.000282,N
80.993225,28.694601,N
97.27888,-6.71981,N
93.91688,3.9177399,N
97.161354,7.810014,N
97.36626,8.746009,N
96.496574,17.731478,N
76.38078,32.753616,N
77.39311,26.074942,N
105.38997,13.9612875,N
107.98898,-3.0724401,N
107.10673,-34.875984,N
106.6777,-1.2408392,N
104.97343,-6.842476,N
104.48129,-7.342219,N
95.747536,8.611381,N
94.44311,15.347735,N
107.33135,-31.220543,N
105.91251,-5.9995475,N
92.23489,12.398278,N
74.037315,32.13521,N
66.963844,30.239388,N
96.593994,19.466799,N
96.687416,18.1203,N
106.49155,-2.9963536,N
107.01192,0.9145888,N
96.42187,-74.49779,N
95.53477,15.951847,N
94.79514,-5.104485,N
97.09698,11.189819,N
86.85289,-72.72532,N
76.58809,32.50618,N
106.67351,-2.0855515,N
107.48521,0.14487475,N
98.21594,-9.5603285,N
96.87425,-1.2308636,N
97.48526,-4.0467696,N
101.13678,-8.139107,N
99.30956,-6.2089815,N
97.201164,8.876801,N
95.394005,-75.40308,N
87.537575,26.786446,N
92.55952,23.161985,N
80.382195,69.56545,N
74.05781,32.262302,N
96.48449,19.60776,N
82.07673,28.64742,N
96.440254,18.577469,N
84.793495,-64.71593,N
94.01046,1.2640631,N
91.92294,-29.803799,N
96.54546,19.443407,N
99.48832,-6.3125377,N
105.7858,-5.446792,N
97.56566,-5.595012,N
101.64109,-7.19952,N
108.54098,-6.7640424,N
86.19674,20.230043,N
87.498146,20.323805,N
98.645454,-5.0159073,N
105.88697,-4.854798,N
85.86814,13.96011,N
107.24769,0.6642279,N
108.45077,-0.3449006,N
95.69045,1.5591936,N
86.840126,-79.06487,N
96.64532,19.622482,N
98.22617,-4.6834326,N
98.922295,-7.3721976,N
68.64707,30.642933,N
97.34344,11.580839,N
88.6609,-76.763725,N
88.18515,-54.093422,N
74.47205,31.459324,N
96.6468,-0.68140125,N
97.421,-2.5129616,N
76.11654,32.9516,N
97.91605,10.842153,N
84.859825,-0.9903366,N
99.824265,-10.265314,N
95.535,15.068718,N
104.1303,-7.362782,N
107.070274,24.876616,N
104.07404,-9.946752,N
104.629616,-7.796859,N
107.3352,0.69839865,N
88.22286,7.1590157,N
99.02129,-58.267433,N
90.21184,10.370045,N
103.06256,-15.202489,N
94.73255,-74.013,N
61.385696,30.983845,N
54.597286,72.23667,N
94.30623,5.857822,N
106.65758,-10.892994,N
96.43589,-1.3688563,N
97.94855,-4.6475368,N
104.73144,15.046729,N
98.84235,-7.6590676,N
74.22812,32.130386,N
99.74723,-7.0692677,N
103.38777,-8.446297,N
98.89818,-71.37313,N
87.75092,26.582975,N
105.701195,-5.9550767,N
99.21593,-6.29641,N
97.85025,10.871089,N
96.69287,19.244316,N
104.01046,-8.222088,N
107.63275,-1.2452012,N
105.549706,-6.3178935,N
104.42402,18.315983,N
107.07259,24.911951,N
100.54463,-7.582862,N
73.95172,32.202484,N
105.55977,-6.171203,N
106.9663,2.2000778,N
94.73063,-1.4282279,N
93.769936,-76.045166,N
104.49495,-7.5625196,N
105.86796,-9.430835,N
68.592,29.92209,N
58.67778,16.126802,N
87.21239,26.865938,N
107.45504,-1.0101932,N
92.88007,-75.89698,N
103.59587,-8.422337,N
107.06149,0.7729841,N
107.170334,-0.448004,N
94.2095,-0.9831755,N
97.29622,-2.0362492,N
94.43455,-5.196721,N
105.52541,-6.09471,N
92.88334,-76.496185,N
92.21528,14.616044,N
92.280525,4.247799,N
97.97069,-4.612652,N
62.284004,19.749256,N
76.22279,32.815502,N
97.18498,-0.77549505,N
96.262764,13.532333,N
95.571915,16.637182,N
96.92587,-1.9301796,N
96.75479,-0.6132048,N
86.71439,27.122396,N
63.741787,24.962788,N
87.518974,-62.184288,N
97.270164,8.434797,N
49.302536,55.42011,N
96.83996,-1.6226723,N
107.53514,2.872354,N
94.16354,16.074432,N
96.52542,17.414738,N
97.03485,-3.627277,N
94.03077,6.0134745,N
98.5678,-7.4685616,N
98.29184,-8.694137,N
108.104065,7.0424814,N
120.01319,-14.610224,N
107.71151,-2.4671648,N
101.10307,-7.659213,N
104.03453,-8.831736,N
107.20897,-3.879855,N
103.622246,-8.87622,N
95.45609,-0.62326866,N
110.6753,-1.2799526,N
97.12869,-6.514282,N
88.03934,-53.806435,N
87.48974,20.417242,N
97.55086,-6.358115,N
96.49065,18.671862,N
76.77883,32.441204,N
95.91276,15.12528,N
91.791534,14.696372,N
86.60307,-52.729008,N
75.24078,31.14216,N
86.12874,-67.39058,N
65.47213,23.526024,N
89.422104,-76.507515,N
92.78214,20.351427,N
83.28828,-21.372578,N
94.96,-3.1280286,N
103.91499,-10.05356,N
93.09007,-76.078804,N
97.77978,-4.660974,N
106.63801,-4.722638,N
107.91189,0.05607269,N
106.15539,-50.446583,N
91.86918,1.2366602,N
94.449234,-5.512368,N
107.31745,-9.846662,N
97.68885,-14.744867,N
88.00923,-53.77069,N
89.43562,-55.373512,N
94.737465,-0.040842433,N
74.865685,26.701067,N
76.68569,-26.963556,N
97.02571,-1.617299,N
97.087654,-1.744249,N
85.850365,-66.078545,N
62.6672,71.84997,N
80.94422,29.041529,N
91.33002,-75.56581,N
76.91371,-53.329025,N
68.141335,30.495367,N
86.9756,26.990788,N
96.739136,10.658072,N
95.56622,15.844514,N
58.53488,24.76067,N
87.36908,-62.26582,N
100.059814,-9.357764,N
92.409515,-4.571117,N
98.413635,-9.140974,N
106.4299,5.240256,N
106.25637,4.603311,N
95.909935,-4.067602,N
100.414375,-7.012095,N
106.731285,6.901594,N
92.70477,1.016552,N
83.29848,-63.74283,N
98.73118,-17.713255,N
101.36182,-42.101208,N
106.66769,1.6013969,N
95.15862,0.76840615,N
91.3864,18.818172,N
98.16758,-60.62407,N
95.80732,-74.978134,N
85.337776,-55.150715,N
109.39271,1.6328646,N
106.99231,-31.099365,N
104.69584,14.50845,N
106.57063,5.032968,N
106.554344,9.721326,N
118.507744,-17.835672,N
101.55025,-41.780136,N
99.575356,-57.457592,N
97.828705,-67.31973,N
106.62405,10.510071,N
107.02261,-1.8949386,N
99.03325,-6.0220428,N
108.64482,-3.6112206,N
107.01889,2.9160426,N
92.01831,4.6705084,N
106.521095,10.60899,N
116.24139,-25.028004,N
97.81668,8.860262,N
103.89333,-7.6946282,N
105.82925,5.2991943,N
88.04423,-76.95683,N
92.47746,23.220556,N
108.67726,-3.4517417,N
96.973114,-58.00868,N
95.125084,-79.47874,N
104.268616,-8.143017,N
101.64635,-7.7265987,N
99.16088,-45.881214,N
106.39195,10.536811,N
119.47265,-17.421352,N
126.59767,1.0210686,N
105.87605,-34.39859,N
104.497765,-9.4587555,N
106.11645,14.075409,N
106.50737,-9.185006,N
107.988846,4.1846595,N
101.63676,-10.477214,N
106.82292,-4.951458,N
110.446846,7.7360477,N
109.02269,-0.6079331,N
87.283104,7.220656,N
95.905045,17.137854,N
102.08259,-10.521138,N
94.71115,-76.26742,N
90.41153,-77.266914,N
111.430176,-6.495875,N
109.5612,-10.438925,N
91.56281,-3.0585444,N
47.49683,49.085342,A
84.23232,-54.91475,N
120.710434,-33.606655,N
108.01597,-43.93442,N
108.67414,-34.24779,N
93.546265,-10.3367,N
120.88377,-15.432383,N
109.28483,25.946724,N
106.7217,21.401186,N
87.79802,24.562305,N
109.4904,-6.64368,N
130.24422,4.4168444,N
120.78784,-14.61562,N
110.6733,-28.167452,N
98.72428,-8.123208,N
107.80897,6.8933353,N
108.8214,23.950077,N
102.15571,-73.858864,N
104.93873,-70.93509,N
117.56464,-22.634888,N
109.13001,11.2836485,N
106.62268,20.725288,N
106.70928,11.17269,N
103.57681,-8.59802,N
109.46026,25.463106,N
109.760445,1.998832,N
110.08089,27.13158,N
78.162994,15.765481,N
89.17333,11.456297,N
110.07783,27.115778,N
118.46576,-18.033165,N
107.9571,4.4884367,N
105.92629,-11.551487,N
128.48056,11.481026,N
128.15578,3.7998712,N
106.68914,-36.050137,N
106.56524,-35.851604,N
106.68411,10.833376,N
121.140976,23.355389,N
110.357346,-30.178394,N
80.84427,20.31493,N
74.9303,-58.085197,N
108.6746,-8.147352,N
101.37313,-65.7649,N
106.80364,13.983968,N
106.76076,10.620494,N
100.51984,-7.526945,N
98.57365,-7.5526366,N
99.23484,-59.418446,N
103.10732,-15.503952,N
103.54832,-40.550144,N
97.15411,-9.681552,N
110.92314,-29.086031,N
111.57064,-5.616161,N
110.33311,-2.1744573,N
99.91317,-9.704847,N
99.04014,-58.127,N
119.84219,-17.24214,N
108.70153,24.779749,N
119.910614,-16.944714,N
107.17183,-4.0154834,N
106.322815,14.478625,N
89.028404,-6.0785146,N
108.55424,-3.4843512,N
109.77931,2.2174876,N
114.63791,-23.30658,N
109.299545,26.025305,N
98.2068,-55.625893,N
100.57145,-70.334465,N
106.271774,-9.407648,N
96.73393,-6.5321627,N
110.03696,-2.6082292,N
111.076454,2.7370763,N
98.6861,-17.737839,N
96.42049,-1.7441809,N
103.60075,-8.969149,N
107.92931,-3.8491476,N
94.730385,6.7523494,N
80.14426,21.687553,N
110.622444,2.5501404,N
109.065216,6.6433883,N
92.64587,5.530075,N
101.62383,-10.154988,N
90.59076,-2.4828782,N
93.98581,-10.778845,N
81.87064,-75.819855,N
74.70749,26.742113,N
95.398636,1.4710431,N
109.0104,-7.0605574,N
109.43327,-10.628366,N
85.86664,-56.167004,N
37.60451,38.780624,A
84.843544,-64.58258,N
102.32227,-45.59378,N
109.55418,-6.61363,N
66.76692,17.565456,N
107.073524,23.086712,N
105.4028,17.33127,N
86.86835,26.782734,A
86.48911,-75.84332,N
108.45545,-3.5824578,N
95.817055,-6.7296185,N
109.5251,-10.254145,N
88.949005,4.791796,N
84.108315,-30.558752,N
96.55326,-0.67427504,N
109.245255,1.4652008,N
106.45392,-9.15422,N
70.91143,-16.386559,N
111.91532,-4.87774,N
